IDCLI;Date;Région;Département;Type de ligne;Matériel;Coût par minute;Durée de communication;Coût de communication;Qualité de la communication
39;01/11/2022;Minnesota;Ventes;Fixe;Alcatel Versatis;0,09;75;6,75;7
75;01/11/2022;Nevada;Achats;Mobile;Apple iPhone;0,1;20;2;8
73;01/11/2022;Grand;Est;Mobile;LG G4;0,1;15;1,5;9
77;01/11/2022;Alabama;Marketing;VoIP;Thomson st2030;0,09;20;1,8;3
79;01/11/2022;Wyoming;RH;Mobile;Samsung Galaxy;0,11;25;2,75;9
54;01/11/2022;New;Hampshire;Mobile;Apple iPhone;0,09;10;0,9;6
73;01/11/2022;Corse;SI;VoIP;Thomson st2030;0,09;45;4,05;3
56;01/11/2022;Hauts-De-France;R&D;Fixe;Logicom Nova 350;0,09;40;3,6;9
20;01/11/2022;Québec;Achats;VoIP;Cisco SPA 303;0,11;15;1,65;8
27;01/11/2022;Arkansas;Ventes;VoIP;Thomson st3030;0,11;55;6,05;8
81;01/11/2022;Oregon;Finance;Mobile;Samsung Galaxy;0,09;25;2,25;4
51;01/11/2022;New;Hampshire;VoIP;Cisco SPA 303;0,09;45;4,05;4
20;01/11/2022;Idaho;Marketing;Mobile;Apple iPhone;0,11;50;5,5;7
56;01/11/2022;Normandie;Direction;VoIP;Cisco SPA 303;0,09;65;5,85;9
45;01/11/2022;Occitanie;SI;VoIP;Cisco SPA 303;0,09;15;1,35;8
6;01/11/2022;Connecticut;RH;VoIP;Thomson st2030;0,12;75;9;2
7;01/11/2022;Michigan;Direction;VoIP;Thomson st2030;0,11;35;3,85;6
14;01/11/2022;Washington;Direction;VoIP;Thomson st2030;0,12;5;0,6;5
17;01/11/2022;Québec;Finance;Mobile;LG G4;0,1;30;3;6
56;01/11/2022;Alabama;R&D;Fixe;Logicom Nova 350;0,1;10;1;9
87;01/11/2022;West;Virginia;Mobile;LG G4;0,12;40;4,8;5
13;01/11/2022;Colorado;R&D;Fixe;Logicom Nova 350;0,1;20;2;6
11;01/11/2022;Nouvelle-Aquitaine;SI;Fixe;Siemens Gigaset a400;0,12;75;9;3
14;01/11/2022;Florida;Achats;VoIP;Cisco SPA 303;0,09;45;4,05;7
49;01/11/2022;Normandie;Ventes;VoIP;Thomson st2030;0,1;60;6;4
77;01/11/2022;Colorado;Juridique;Mobile;Samsung Galaxy;0,11;70;7,7;2
19;01/11/2022;Nouvelle-Aquitaine;Finance;Mobile;LG G4;0,12;50;6;8
35;01/11/2022;South;Dakota;Mobile;LG G4;0,11;65;7,15;5
35;01/11/2022;Terre-Neuve-et-Labrador;Direction;Mobile;Samsung Galaxy;0,1;30;3;10
5;01/11/2022;Delaware;Production;Mobile;LG G4;0,11;45;4,95;9
73;01/11/2022;Québec;Finance;VoIP;Thomson st3030;0,12;35;4,2;8
4;01/11/2022;Ontario;Marketing;Fixe;Logicom Nova 350;0,1;70;7;10
35;01/11/2022;Massachusetts;Finance;Mobile;LG G4;0,12;55;6,6;4
53;01/11/2022;Tennessee;Finance;Fixe;Siemens Gigaset a400;0,09;25;2,25;6
13;01/11/2022;Nevada;Juridique;VoIP;Thomson st3030;0,1;35;3,5;7
44;01/11/2022;Yukon;Ventes;Fixe;Logicom Nova 350;0,09;45;4,05;5
70;01/12/2022;Maryland;Juridique;Fixe;Logicom Nova 350;0,09;35;3,15;10
76;01/12/2022;Occitanie;Direction;Fixe;Logicom Nova 350;0,11;5;0,55;3
13;01/12/2022;Terre-Neuve-et-Labrador;Ventes;Mobile;Samsung Galaxy;0,09;75;6,75;5
13;01/12/2022;Pays;de;Mobile;Samsung Galaxy;0,12;55;6,6;2
20;01/12/2022;Provence-Alpes-Côte;d'Azur;VoIP;Cisco SPA 303;0,12;40;4,8;3
68;01/12/2022;West;Virginia;Fixe;Alcatel Versatis;0,09;45;4,05;6
57;01/12/2022;Grand;Est;VoIP;Cisco SPA 303;0,11;20;2,2;4
53;01/12/2022;Nevada;Finance;Mobile;Apple iPhone;0,11;50;5,5;4
7;01/12/2022;Grand;Est;Fixe;Logicom Nova 350;0,11;5;0,55;4
75;01/12/2022;Québec;RH;Mobile;LG G4;0,12;50;6;4
41;01/12/2022;Delaware;Ventes;Mobile;LG G4;0,1;40;4;4
13;01/12/2022;Angleterre;R&D;VoIP;Thomson st2030;0,09;50;4,5;10
85;01/12/2022;Massachusetts;Finance;Fixe;Alcatel Versatis;0,1;40;4;4
46;01/12/2022;Idaho;Finance;Mobile;Apple iPhone;0,11;75;8,25;2
32;01/12/2022;Hawaii;Finance;VoIP;Cisco SPA 303;0,09;35;3,15;3
91;01/12/2022;Hauts-De-France;Ventes;Mobile;LG G4;0,09;65;5,85;2
55;01/12/2022;Occitanie;R&D;Mobile;Samsung Galaxy;0,09;75;6,75;8
45;01/12/2022;Illinois;Achats;VoIP;Cisco SPA 303;0,1;45;4,5;4
54;01/12/2022;Alabama;Juridique;VoIP;Thomson st3030;0,11;35;3,85;10
45;01/12/2022;Nouvelle-Aquitaine;Direction;Mobile;Samsung Galaxy;0,1;70;7;5
54;01/12/2022;Centre-Val;de;Mobile;LG G4;0,12;15;1,8;7
24;01/12/2022;Alabama;RH;Fixe;Logicom Nova 350;0,1;10;1;3
51;01/12/2022;Saskatchewan;Production;Mobile;LG G4;0,09;10;0,9;7
3;01/12/2022;Corse;Direction;VoIP;Thomson st3030;0,1;35;3,5;8
5;01/12/2022;Québec;Production;Fixe;Alcatel Versatis;0,12;35;4,2;2
45;01/12/2022;Florida;Achats;Fixe;Siemens Gigaset a400;0,11;10;1,1;8
55;01/12/2022;Montana;SI;VoIP;Thomson st2030;0,12;40;4,8;4
6;01/12/2022;California;RH;Mobile;Samsung Galaxy;0,12;40;4,8;4
81;01/12/2022;Nouvelle-Aquitaine;Ventes;VoIP;Thomson st2030;0,1;10;1;5
58;01/12/2022;Territoires;du;Mobile;Samsung Galaxy;0,1;35;3,5;10
15;01/12/2022;Kansas;RH;Fixe;Alcatel Versatis;0,11;15;1,65;4
45;01/12/2022;Terre-Neuve-et-Labrador;Achats;VoIP;Thomson st3030;0,12;20;2,4;4
17;01/12/2022;Texas;Production;Mobile;LG G4;0,1;50;5;10
34;01/12/2022;South;Dakota;Mobile;Samsung Galaxy;0,1;10;1;3
84;01/12/2022;Normandie;RH;VoIP;Thomson st3030;0,09;20;1,8;10
51;01/12/2022;West;Virginia;Fixe;Alcatel Versatis;0,12;40;4,8;4
28;01/12/2022;Montana;Achats;Mobile;Apple iPhone;0,11;10;1,1;6
3;01/12/2022;South;Carolina;Fixe;Logicom Nova 350;0,1;15;1,5;4
87;01/12/2022;Tennessee;RH;Mobile;LG G4;0,1;25;2,5;9
91;01/12/2022;Arizona;Finance;Fixe;Siemens Gigaset a400;0,09;55;4,95;3
2;01/12/2022;Minnesota;Ventes;VoIP;Thomson st2030;0,11;65;7,15;2
46;01/12/2022;Grand;Est;VoIP;Thomson st2030;0,1;70;7;5
94;01/12/2022;Normandie;Ventes;Fixe;Siemens Gigaset a400;0,1;60;6;7
91;01/12/2022;Québec;SI;Mobile;Samsung Galaxy;0,12;15;1,8;3
15;01/12/2022;Colorado;Finance;VoIP;Thomson st2030;0,09;45;4,05;8
33;01/12/2022;Nouvelle-Écosse;Finance;Mobile;Samsung Galaxy;0,12;15;1,8;2
36;01/12/2022;Provence-Alpes-Côte;d'Azur;Fixe;Siemens Gigaset a400;0,09;65;5,85;9
50;01/12/2022;Grand;Est;Mobile;LG G4;0,11;55;6,05;6
31;01/12/2022;Nouveau-Brunswick;SI;Mobile;Apple iPhone;0,09;60;5,4;4
20;01/12/2022;Corse;Production;Fixe;Siemens Gigaset a400;0,09;65;5,85;8
43;01/12/2022;Alberta;SI;VoIP;Cisco SPA 303;0,12;10;1,2;2
65;01/12/2022;Centre-Val;de;Mobile;Apple iPhone;0,09;20;1,8;4
57;01/12/2022;Connecticut;Finance;VoIP;Thomson st2030;0,1;70;7;4
36;01/12/2022;Tennessee;Production;Fixe;Siemens Gigaset a400;0,12;35;4,2;2
50;01/12/2022;Delaware;R&D;VoIP;Thomson st3030;0,1;10;1;4
15;01/12/2022;Nouvelle-Aquitaine;RH;Mobile;Apple iPhone;0,09;35;3,15;3
55;01/12/2022;Connecticut;Ventes;VoIP;Thomson st2030;0,1;65;6,5;8
75;01/12/2022;Colorado;Ventes;VoIP;Thomson st2030;0,1;45;4,5;7
82;01/12/2022;Ontario;Ventes;Mobile;Apple iPhone;0,11;20;2,2;6
50;01/12/2022;Angleterre;Finance;Mobile;Samsung Galaxy;0,1;70;7;10
39;01/12/2022;Auvergne-Rhône-Alpes;RH;Fixe;Siemens Gigaset a400;0,11;75;8,25;3
15;01/12/2022;Connecticut;RH;Mobile;LG G4;0,09;30;2,7;6
54;01/12/2022;Montana;Juridique;VoIP;Cisco SPA 303;0,09;15;1,35;3
78;01/12/2022;North;Carolina;Mobile;LG G4;0,11;55;6,05;10
19;01/12/2022;Angleterre;Direction;Fixe;Alcatel Versatis;0,12;65;7,8;6
78;01/12/2022;Florida;Achats;Fixe;Logicom Nova 350;0,09;15;1,35;7
87;01/12/2022;Tennessee;SI;Mobile;LG G4;0,11;5;0,55;4
15;01/12/2022;Bourgogne-Franche-Comté;Direction;Fixe;Logicom Nova 350;0,09;5;0,45;4
18;01/12/2022;Auvergne-Rhône-Alpes;Direction;Fixe;Logicom Nova 350;0,1;40;4;10
2;01/12/2022;Provence-Alpes-Côte;d'Azur;Mobile;Apple iPhone;0,12;65;7,8;10
76;01/12/2022;South;Dakota;VoIP;Thomson st3030;0,12;40;4,8;2
81;01/12/2022;Delaware;Production;Fixe;Logicom Nova 350;0,12;15;1,8;5
35;01/12/2022;Wisconsin;Ventes;Fixe;Alcatel Versatis;0,1;5;0,5;6
57;01/12/2022;Alberta;RH;VoIP;Cisco SPA 303;0,09;55;4,95;2
1;01/12/2022;Territoires;du;VoIP;Thomson st3030;0,11;25;2,75;3
59;01/12/2022;West;Virginia;Mobile;LG G4;0,1;15;1,5;10
77;01/12/2022;Kentucky;Juridique;Fixe;Siemens Gigaset a400;0,1;45;4,5;3
56;01/12/2022;Auvergne-Rhône-Alpes;Direction;VoIP;Thomson st2030;0,11;65;7,15;7
22;01/12/2022;Hauts-De-France;Finance;Mobile;Apple iPhone;0,09;30;2,7;6
78;01/12/2022;Centre-Val;de;VoIP;Thomson st3030;0,11;25;2,75;7
82;01/12/2022;West;Virginia;Fixe;Alcatel Versatis;0,1;10;1;2
77;01/12/2022;Île-de-France;Marketing;Fixe;Siemens Gigaset a400;0,1;20;2;5
38;01/12/2022;West;Virginia;Fixe;Siemens Gigaset a400;0,12;60;7,2;8
73;01/12/2022;Pennsylvania;Production;Mobile;LG G4;0,11;10;1,1;8
33;01/12/2022;Kentucky;RH;VoIP;Cisco SPA 303;0,1;40;4;7
38;01/12/2022;Yukon;RH;Fixe;Logicom Nova 350;0,11;10;1,1;6
15;01/12/2022;Centre-Val;de;Mobile;LG G4;0,1;40;4;4
39;01/12/2022;Delaware;Finance;Mobile;Apple iPhone;0,12;25;3;5
15;01/12/2022;Utah;SI;Mobile;LG G4;0,1;10;1;10
7;01/12/2022;Mississippi;Direction;VoIP;Thomson st2030;0,12;55;6,6;8
19;01/12/2022;Iowa;R&D;Mobile;Apple iPhone;0,09;30;2,7;6
4;01/12/2022;Oklahoma;Achats;VoIP;Cisco SPA 303;0,12;55;6,6;10
18;01/12/2022;Kentucky;Juridique;VoIP;Thomson st3030;0,1;35;3,5;6
64;01/12/2022;Nouvelle-Aquitaine;RH;Fixe;Alcatel Versatis;0,11;5;0,55;10
15;01/12/2022;Maryland;Finance;Mobile;Apple iPhone;0,12;30;3,6;7
12;01/12/2022;Grand;Est;Fixe;Alcatel Versatis;0,12;75;9;10
16;01/12/2022;Oregon;Production;Mobile;Samsung Galaxy;0,11;35;3,85;2
15;01/12/2022;Illinois;Production;VoIP;Cisco SPA 303;0,11;20;2,2;8
34;01/12/2022;California;Direction;VoIP;Cisco SPA 303;0,1;55;5,5;7
15;01/12/2022;Grand;Est;Mobile;LG G4;0,1;25;2,5;9
74;01/12/2022;Nouvelle-Aquitaine;R&D;Fixe;Logicom Nova 350;0,09;45;4,05;8
79;01/12/2022;Nouvelle-Aquitaine;Marketing;Fixe;Logicom Nova 350;0,11;40;4,4;5
35;01/12/2022;South;Carolina;Mobile;LG G4;0,12;5;0,6;5
15;01/12/2022;Iowa;Ventes;Mobile;Apple iPhone;0,1;60;6;2
62;01/12/2022;New;Mexico;Mobile;Samsung Galaxy;0,12;5;0,6;3
74;01/12/2022;Alaska;RH;Fixe;Siemens Gigaset a400;0,09;40;3,6;5
121;01/12/2022;Bourgogne-Franche-Comté;Production;Mobile;Apple iPhone;0,09;25;2,25;2
35;01/12/2022;Wisconsin;Achats;Mobile;Apple iPhone;0,12;20;2,4;7
87;01/12/2022;South;Carolina;VoIP;Thomson st2030;0,1;55;5,5;4
38;01/12/2022;Occitanie;Direction;Mobile;LG G4;0,11;75;8,25;5
55;01/12/2022;Auvergne-Rhône-Alpes;R&D;Mobile;Samsung Galaxy;0,1;45;4,5;8
63;01/01/2023;Utah;R&D;Mobile;Apple iPhone;0,11;25;2,75;2
18;01/01/2023;Île-de-France;Direction;VoIP;Thomson st2030;0,12;75;9;9
30;01/01/2023;Bourgogne-Franche-Comté;Juridique;VoIP;Thomson st2030;0,12;35;4,2;3
22;01/01/2023;Bourgogne-Franche-Comté;RH;Fixe;Logicom Nova 350;0,11;60;6,6;4
2;01/01/2023;North;Carolina;VoIP;Thomson st2030;0,11;10;1,1;5
15;01/01/2023;Arizona;R&D;Fixe;Logicom Nova 350;0,09;70;6,3;5
73;01/01/2023;Occitanie;Direction;Mobile;Apple iPhone;0,09;30;2,7;3
47;01/01/2023;Pays;de;VoIP;Thomson st2030;0,1;10;1;2
55;01/01/2023;Utah;Juridique;Mobile;LG G4;0,09;10;0,9;9
44;01/01/2023;Québec;Marketing;Mobile;Samsung Galaxy;0,11;55;6,05;9
56;01/01/2023;Washington;R&D;Mobile;LG G4;0,12;45;5,4;3
43;01/01/2023;Mississippi;Ventes;VoIP;Thomson st3030;0,11;55;6,05;5
46;01/01/2023;New;York;Mobile;Apple iPhone;0,12;5;0,6;5
11;01/01/2023;North;Dakota;Mobile;LG G4;0,09;25;2,25;6
52;01/01/2023;Iowa;Finance;Mobile;Samsung Galaxy;0,09;60;5,4;3
46;01/01/2023;Montana;R&D;VoIP;Thomson st3030;0,11;65;7,15;5
57;01/01/2023;Pennsylvania;Ventes;VoIP;Cisco SPA 303;0,09;50;4,5;9
33;01/01/2023;Pays;de;Mobile;LG G4;0,09;60;5,4;9
12;01/01/2023;Saskatchewan;Ventes;Mobile;LG G4;0,11;65;7,15;10
82;01/01/2023;Nouvelle-Aquitaine;Ventes;Mobile;LG G4;0,09;40;3,6;2
19;01/01/2023;Québec;Juridique;VoIP;Thomson st2030;0,09;25;2,25;3
48;01/01/2023;Washington;Marketing;VoIP;Thomson st2030;0,11;20;2,2;5
19;01/01/2023;Alberta;Juridique;Mobile;LG G4;0,12;10;1,2;5
17;01/01/2023;Virginia;SI;Fixe;Alcatel Versatis;0,09;50;4,5;8
25;01/01/2023;Manitoba;Production;Fixe;Alcatel Versatis;0,09;55;4,95;4
31;01/01/2023;Georgia;SI;Fixe;Siemens Gigaset a400;0,12;15;1,8;9
3;01/01/2023;Nunavut;Finance;Fixe;Logicom Nova 350;0,11;45;4,95;7
28;01/01/2023;Louisiana;Finance;Fixe;Logicom Nova 350;0,12;25;3;10
82;01/01/2023;Massachusetts;Direction;Mobile;LG G4;0,09;5;0,45;10
3;01/01/2023;Île-de-France;Achats;Mobile;LG G4;0,12;70;8,4;10
25;01/01/2023;Auvergne-Rhône-Alpes;Juridique;VoIP;Thomson st2030;0,12;30;3,6;6
43;01/01/2023;Île-du-Prince-Édouard;Production;Fixe;Alcatel Versatis;0,1;20;2;4
8;01/01/2023;Nouvelle-Aquitaine;Marketing;Mobile;Apple iPhone;0,11;65;7,15;7
98;01/01/2023;Écosse;Direction;VoIP;Cisco SPA 303;0,12;35;4,2;6
91;01/01/2023;Indiana;Juridique;Mobile;Apple iPhone;0,11;10;1,1;9
85;01/01/2023;Ohio;Juridique;VoIP;Thomson st3030;0,09;20;1,8;10
30;01/01/2023;Nunavut;Achats;Mobile;Apple iPhone;0,09;25;2,25;6
56;01/01/2023;Angleterre;Achats;Fixe;Alcatel Versatis;0,1;25;2,5;4
25;01/01/2023;Grand;Est;Mobile;Samsung Galaxy;0,09;60;5,4;4
57;01/01/2023;New;York;Mobile;Samsung Galaxy;0,11;65;7,15;5
50;01/01/2023;Nouvelle-Aquitaine;Direction;Fixe;Alcatel Versatis;0,1;75;7,5;9
42;01/01/2023;South;Dakota;VoIP;Cisco SPA 303;0,12;45;5,4;5
51;01/01/2023;Maryland;Achats;Fixe;Logicom Nova 350;0,09;10;0,9;9
24;01/01/2023;Vermont;Achats;Mobile;Samsung Galaxy;0,09;10;0,9;9
28;01/01/2023;Yukon;Achats;Fixe;Siemens Gigaset a400;0,11;25;2,75;3
52;01/01/2023;Écosse;Marketing;Mobile;Samsung Galaxy;0,09;60;5,4;5
47;01/01/2023;Provence-Alpes-Côte;d'Azur;Mobile;Apple iPhone;0,12;35;4,2;4
48;01/01/2023;Pennsylvania;Finance;Mobile;Apple iPhone;0,12;20;2,4;8
77;01/01/2023;Mississippi;Direction;Mobile;LG G4;0,09;60;5,4;5
79;01/01/2023;New;York;VoIP;Cisco SPA 303;0,1;10;1;8
91;01/01/2023;Florida;Juridique;Mobile;Samsung Galaxy;0,12;70;8,4;2
6;01/01/2023;Mississippi;Production;Fixe;Siemens Gigaset a400;0,1;10;1;6
5;01/01/2023;Île-de-France;Production;Fixe;Logicom Nova 350;0,1;40;4;9
85;01/01/2023;South;Dakota;Mobile;LG G4;0,12;45;5,4;8
54;01/01/2023;Arkansas;Production;VoIP;Cisco SPA 303;0,12;60;7,2;3
56;01/01/2023;Pays;de;Fixe;Siemens Gigaset a400;0,1;50;5;9
36;01/01/2023;Normandie;Achats;Fixe;Alcatel Versatis;0,1;50;5;7
32;01/01/2023;Île-de-France;Ventes;VoIP;Thomson st2030;0,12;20;2,4;10
34;01/01/2023;Louisiana;R&D;Mobile;Apple iPhone;0,09;60;5,4;2
35;01/01/2023;Colombie-Britannique;Achats;Mobile;LG G4;0,11;65;7,15;2
41;01/01/2023;Delaware;RH;Fixe;Alcatel Versatis;0,2;75;7,5;7
53;01/01/2023;Tennessee;Ventes;Mobile;Apple iPhone;0,09;20;1,8;9
73;01/01/2023;Oregon;SI;Mobile;Apple iPhone;0,11;35;3,85;7
9;01/01/2023;Occitanie;Finance;Mobile;Samsung Galaxy;0,09;35;3,15;2
39;01/01/2023;Montana;Marketing;Mobile;LG G4;0,12;45;5,4;7
81;01/01/2023;Écosse;Achats;Mobile;Apple iPhone;0,09;10;0,9;7
50;01/01/2023;Alabama;RH;Fixe;Siemens Gigaset a400;0,1;75;7,5;5
72;01/01/2023;Ohio;Ventes;VoIP;Thomson st3030;0,12;30;3,6;8
18;01/01/2023;Georgia;Marketing;Fixe;Alcatel Versatis;0,09;75;6,75;2
75;01/01/2023;Corse;Achats;VoIP;Cisco SPA 303;0,12;70;8,4;8
78;01/01/2023;Oregon;Production;Mobile;LG G4;0,11;35;3,85;4
84;01/01/2023;Mississippi;Marketing;Mobile;Apple iPhone;0,09;75;6,75;5
76;01/01/2023;Bretagne;Achats;Fixe;Alcatel Versatis;0,09;50;4,5;4
5;01/01/2023;Wisconsin;Production;Mobile;LG G4;0,11;65;7,15;3
21;01/01/2023;Bourgogne-Franche-Comté;R&D;Fixe;Logicom Nova 350;0,12;60;7,2;4
58;01/01/2023;Montana;Achats;Mobile;LG G4;0,12;40;4,8;8
75;01/01/2023;North;Dakota;Fixe;Siemens Gigaset a400;0,1;55;5,5;5
56;01/01/2023;Maine;Direction;VoIP;Cisco SPA 303;0,12;5;0,6;6
73;01/01/2023;Hawaii;Finance;Fixe;Logicom Nova 350;0,12;70;8,4;4
79;01/01/2023;Illinois;Production;Mobile;Apple iPhone;0,11;30;3,3;5
29;01/01/2023;Nouvelle-Écosse;Marketing;Fixe;Alcatel Versatis;0,11;55;6,05;4
73;01/01/2023;Pays;de;Fixe;Alcatel Versatis;0,1;10;1;10
81;01/01/2023;Idaho;Direction;Fixe;Siemens Gigaset a400;0,11;35;3,85;2
22;01/01/2023;Pays;de;VoIP;Thomson st2030;0,09;60;5,4;6
22;01/01/2023;Auvergne-Rhône-Alpes;Juridique;Mobile;Apple iPhone;0,12;65;7,8;6
39;01/01/2023;Nevada;RH;Fixe;Alcatel Versatis;0,1;25;2,5;9
35;01/01/2023;Idaho;RH;Fixe;Siemens Gigaset a400;0,09;55;4,95;4
30;01/01/2023;Hauts-De-France;R&D;VoIP;Cisco SPA 303;0,22;125;13,75;9
48;01/01/2023;Oregon;Production;VoIP;Thomson st3030;0,09;75;6,75;10
19;01/01/2023;Washington;R&D;Fixe;Logicom Nova 350;0,1;65;6,5;5
1;01/01/2023;Centre-Val;de;VoIP;Cisco SPA 303;0,1;5;0,5;6
89;01/01/2023;Wisconsin;RH;Mobile;Samsung Galaxy;0,11;70;7,7;7
15;01/01/2023;Montana;Production;VoIP;Thomson st3030;0,1;25;2,5;3
45;01/01/2023;Kansas;Juridique;Fixe;Alcatel Versatis;0,12;65;7,8;9
56;01/01/2023;Bourgogne-Franche-Comté;Production;Mobile;Apple iPhone;0,09;45;4,05;5
7;01/01/2023;Pays;de;Fixe;Alcatel Versatis;0,12;70;8,4;9
49;01/01/2023;Manitoba;R&D;VoIP;Thomson st2030;0,12;5;0,6;9
48;01/01/2023;Nebraska;Juridique;VoIP;Cisco SPA 303;0,11;10;1,1;10
8;01/01/2023;Île-du-Prince-Édouard;Finance;Mobile;Samsung Galaxy;0,1;65;6,5;8
13;01/01/2023;Ohio;Direction;VoIP;Thomson st3030;0,1;75;7,5;3
6;01/01/2023;Pennsylvania;Marketing;VoIP;Thomson st2030;0,09;40;3,6;9
17;01/01/2023;Indiana;Finance;VoIP;Thomson st3030;0,1;20;2;8
16;01/01/2023;Nouvelle-Aquitaine;Juridique;VoIP;Thomson st3030;0,1;30;3;6
54;01/01/2023;Wyoming;Direction;VoIP;Cisco SPA 303;0,11;55;6,05;8
13;01/01/2023;Michigan;Ventes;VoIP;Thomson st3030;0,09;15;1,35;5
16;01/01/2023;Iowa;Production;Mobile;Apple iPhone;0,09;15;1,35;8
55;01/01/2023;Massachusetts;Production;Mobile;Apple iPhone;0,12;50;6;6
87;01/01/2023;Maine;Marketing;Fixe;Siemens Gigaset a400;0,09;50;4,5;7
13;01/01/2023;Nebraska;R&D;Fixe;Siemens Gigaset a400;0,11;35;3,85;10
18;01/01/2023;Florida;Achats;VoIP;Thomson st3030;0,12;10;1,2;10
75;01/01/2023;Auvergne-Rhône-Alpes;Direction;VoIP;Cisco SPA 303;0,11;10;1,1;9
77;01/01/2023;South;Carolina;Fixe;Siemens Gigaset a400;0,12;60;7,2;10
35;01/01/2023;Minnesota;Direction;Fixe;Alcatel Versatis;0,11;75;8,25;5
24;01/01/2023;Montana;Direction;Fixe;Siemens Gigaset a400;0,11;75;8,25;9
21;01/01/2023;Minnesota;Marketing;Mobile;LG G4;0,09;15;1,35;7
75;01/01/2023;Pays;de;Fixe;Siemens Gigaset a400;0,12;5;0,6;4
21;01/01/2023;Pays;de;Fixe;Logicom Nova 350;0,11;35;3,85;10
54;01/01/2023;Auvergne-Rhône-Alpes;Production;Mobile;Apple iPhone;0,1;75;7,5;2
77;01/01/2023;California;Juridique;VoIP;Thomson st2030;0,1;25;2,5;6
72;01/01/2023;Louisiana;Juridique;Fixe;Alcatel Versatis;0,09;10;0,9;6
13;01/02/2023;Idaho;Juridique;Mobile;Samsung Galaxy;0,11;55;6,05;5
67;01/02/2023;Alaska;R&D;Fixe;Siemens Gigaset a400;0,1;5;0,5;8
25;01/02/2023;Michigan;SI;Fixe;Logicom Nova 350;0,12;10;1,2;4
37;01/02/2023;Colombie-Britannique;Marketing;VoIP;Cisco SPA 303;0,12;70;8,4;3
67;01/02/2023;Missouri;Finance;Mobile;Apple iPhone;0,12;25;3;3
71;01/02/2023;Texas;Juridique;VoIP;Thomson st3030;0,11;40;4,4;7
57;01/02/2023;North;Carolina;Mobile;LG G4;0,11;5;0,55;6
42;01/02/2023;Occitanie;Marketing;Mobile;Samsung Galaxy;0,12;40;4,8;3
53;01/02/2023;Michigan;Finance;Fixe;Siemens Gigaset a400;0,12;50;6;4
37;01/02/2023;Mississippi;Marketing;VoIP;Cisco SPA 303;0,12;35;4,2;4
3;01/02/2023;Alberta;Juridique;Fixe;Logicom Nova 350;0,09;40;3,6;9
62;01/02/2023;Yukon;Production;Fixe;Logicom Nova 350;0,1;5;0,5;2
91;01/02/2023;Connecticut;Ventes;VoIP;Thomson st2030;0,1;75;7,5;7
62;01/02/2023;Arizona;Juridique;VoIP;Thomson st3030;0,1;10;1;10
64;01/02/2023;South;Carolina;Fixe;Alcatel Versatis;0,12;35;4,2;2
36;01/02/2023;Ohio;Marketing;Fixe;Logicom Nova 350;0,11;25;2,75;3
94;01/02/2023;Nouvelle-Aquitaine;Juridique;VoIP;Thomson st3030;0,11;60;6,6;5
12;01/02/2023;Mississippi;Marketing;Fixe;Siemens Gigaset a400;0,12;65;7,8;7
17;01/02/2023;Centre-Val;de;Fixe;Alcatel Versatis;0,11;45;4,95;4
94;01/02/2023;Vermont;Ventes;Fixe;Alcatel Versatis;0,09;15;1,35;5
14;01/02/2023;Louisiana;Ventes;Mobile;Samsung Galaxy;0,12;15;1,8;2
55;01/02/2023;New;Mexico;VoIP;Thomson st2030;0,1;45;4,5;4
54;01/02/2023;New;York;Fixe;Siemens Gigaset a400;0,12;30;3,6;9
64;01/02/2023;Alaska;Production;Mobile;LG G4;0,1;35;3,5;5
77;01/02/2023;Wyoming;Finance;VoIP;Thomson st2030;0,11;55;6,05;6
62;01/02/2023;Idaho;Juridique;VoIP;Thomson st3030;0,1;10;1;2
24;01/02/2023;Bourgogne-Franche-Comté;Marketing;Fixe;Siemens Gigaset a400;0,1;75;7,5;6
13;01/02/2023;Idaho;Production;VoIP;Cisco SPA 303;0,09;5;0,45;4
51;01/02/2023;Hawaii;Achats;VoIP;Thomson st2030;0,09;50;4,5;2
76;01/02/2023;Montana;Finance;Fixe;Alcatel Versatis;0,1;70;7;3
17;01/02/2023;Kentucky;Juridique;VoIP;Thomson st2030;0,1;5;0,5;8
57;01/02/2023;Alberta;Achats;VoIP;Cisco SPA 303;0,11;50;5,5;8
38;01/02/2023;Nouvelle-Aquitaine;Direction;VoIP;Cisco SPA 303;0,12;70;8,4;4
38;01/02/2023;South;Carolina;Mobile;Samsung Galaxy;0,12;35;4,2;3
62;01/02/2023;New;Mexico;VoIP;Thomson st3030;0,1;20;2;4
58;01/02/2023;West;Virginia;Mobile;Samsung Galaxy;0,11;55;6,05;4
48;01/02/2023;Territoires;du;Mobile;LG G4;0,11;65;7,15;4
49;01/02/2023;Virginia;R&D;VoIP;Thomson st3030;0,12;45;5,4;4
15;01/02/2023;New;Mexico;VoIP;Thomson st3030;0,09;40;3,6;9
25;01/02/2023;West;Virginia;Fixe;Logicom Nova 350;0,09;60;5,4;2
13;01/02/2023;Normandie;RH;VoIP;Thomson st2030;0,09;15;1,35;4
3;01/02/2023;Massachusetts;SI;Mobile;Apple iPhone;0,11;25;2,75;6
2;01/02/2023;Auvergne-Rhône-Alpes;Juridique;Fixe;Logicom Nova 350;0,12;55;6,6;10
8;01/02/2023;Normandie;Juridique;VoIP;Cisco SPA 303;0,09;15;1,35;6
